run_id,run_dir,gas_cost,train_seed,volatility,reward_kind,inventory_phi,tau,decision_stride,eval_seed,n_eval,agent,mean_pnl,std_pnl,median_pnl,p5_pnl,p95_pnl,cvar5_pnl,cvar1_pnl,skew_pnl,kurt_pnl,profitable_frac,p_ttest,p_wilcoxon,mean_utility,mean_spread,spread_std_within,spread_std_between,mean_center,center_std_within,center_std_between,deploy_mean_center,deploy_center_std_within,deploy_center_std_between,deploys_per_ep,rebalances_per_ep,rebalance_rate_pct,decisions_per_ep,attrib_fees,attrib_il,attrib_gas,attrib_hodl
36073252_29,GAS_COST=2/SEED=10/36073252_29,2.0,10,0.03,inventory,50,15,100,1005,1000,PPO_narrow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
36160714_0,GAS_COST=2/SEED=12/36160714_0,2.0,12,0.01,inventory,0,15,100,1005,1000,PPO,44.08527093711946,19.282534285091582,43.1259478876359,12.865264193563924,77.32967091795058,6.582069921344887,-3.580912445730553,0.1592517493327919,-0.09598172986593445,0.993,0.0,5.691542740679955e-165,44.08527093711946,3.5231000000000003,2.167009556966707,1.345346197080885,0.65565,26.644037219254532,9.871782036567662,0.1195563492063492,2.9113877625744586,1.379865036677071,7.022,6.022,60.220000000000006,10,68.94399850564304,12.451178116740895,12.044,-0.36354945178266873
36160714_0,GAS_COST=2/SEED=12/36160714_0,2.0,12,0.01,inventory,0,15,100,1005,1000,PPO_narrow,50.344052900272075,21.203002320202067,48.65849513549017,17.647847707864685,84.81317546854653,9.477705994473038,-1.4532216895758097,0.15220345277290517,-0.2971180053234517,0.996,0.0,4.030387925371733e-165,50.344052900272075,2.0,0.0,0.0,0.5955,26.570730395382938,9.753047203310357,0.02875515873015874,2.241526064490621,0.9256025614837284,8.671,7.671,76.71000000000001,10,79.89386309484203,13.736311191822988,15.342,-0.4714990027469609
36160714_1,GAS_COST=2/SEED=12/36160714_1,2.0,12,0.01,inventory,50,15,100,1005,1000,PPO,28.139869298560505,14.056509727982068,27.657015358023273,5.663263382936168,51.55979652898875,1.559332755399346,-2.8426002983994634,0.2421568802618165,-0.09920957963625598,0.991,0.0,7.300688778501109e-165,12.881414686709261,13.743400000000001,3.0789777798665,2.415635825202135,-8.781,28.272466188188115,11.71287983375566,-3.0608069444444443,3.869075930628368,2.263613108897465,5.062,4.062,40.620000000000005,10,45.54431484761969,9.073571495381008,8.124,-0.20687405367816916
36160714_1,GAS_COST=2/SEED=12/36160714_1,2.0,12,0.01,inventory,50,15,100,1005,1000,PPO_narrow,44.8917229243929,19.09030419213341,43.99995565603467,16.06638704303819,77.97141288722172,9.252666828327929,-2.0316754443473544,0.2669814426664795,0.028809729431106046,0.996,0.0,4.3314418293435134e-165,23.30188948304998,2.0,0.0,0.0,-3.4701999999999997,27.07308093324484,10.856014552311544,-0.6806960317460319,2.4019400078060236,1.1568494620564476,7.251,6.251,62.510000000000005,10,70.1479644426133,12.460069719167095,12.502,-0.29417179905331425
36160714_2,GAS_COST=2/SEED=12/36160714_2,2.0,12,0.02,inventory,0,15,100,1005,1000,PPO,8.061382983791752,17.165889884130344,9.578684403869829,-20.963529149203907,32.97903938867121,-31.446308409228887,-50.29596093895162,-0.4697914596269567,0.6868633359245697,0.695,3.45927572396597e-45,1.1703582955219516e-45,8.061382983791752,19.4294,6.48435700876651,4.409085578665944,0.8394000000000003,59.74332062317662,35.701981914734084,-0.9418416666666667,2.867215833915593,1.6830173839644302,4.461,3.461,34.61,10,32.0970998422828,16.70848028569387,6.922,-0.405236572797182
36160714_2,GAS_COST=2/SEED=12/36160714_2,2.0,12,0.02,inventory,0,15,100,1005,1000,PPO_narrow,18.111102931962215,20.041545252106122,18.198652637380178,-14.81192497863538,51.31609752324017,-25.088258678091798,-41.77092084299655,-0.002751255627957202,0.5924556074294176,0.831,1.177792262166588e-131,1.1939139157879374e-108,18.111102931962215,2.0,0.0,0.0,2.8898999999999995,58.38162961567415,35.477510735534985,0.17442619047619046,0.9057131056048032,0.5896741936168327,5.174,4.174,41.74,10,46.87525138693364,20.099670419886685,8.348,-0.3164780350847428
36160714_3,GAS_COST=2/SEED=12/36160714_3,2.0,12,0.02,inventory,50,15,100,1005,1000,PPO,1.7017005243938237,4.932559043596752,0.7510646918528323,-6.756400607177124,9.889673675351752,-11.13951195112774,-17.104535038616223,-0.35079131152139337,2.861369314672113,0.531,3.0937651679464074e-26,9.270653719431055e-34,-0.06947984260027434,20.084051724137932,0.9619252873563219,5.173266961485352,-11.593031609195402,9.789870689655173,48.80445917337777,1.9572557471264367,0.5147270114942529,2.682536075556557,0.83,0.134,1.34,10,4.006474240485553,1.9584471051599535,0.268,-0.07832661093177594
36160714_3,GAS_COST=2/SEED=12/36160714_3,2.0,12,0.02,inventory,50,15,100,1005,1000,PPO_narrow,3.287825001671942,6.786159505094629,1.7692177650131953,-5.508979563058654,15.693678611977603,-11.082693132489881,-18.48824742389029,0.6969128713443875,3.1975164057855032,0.592,1.0481995593892118e-47,4.000518761605893e-53,1.2638959642004761,1.996565934065934,0.003434065934065934,0.04129455361416872,-9.428228021978022,9.141826923076923,47.47786228509337,0.7723214285714286,0.3293269230769231,1.5495811099984065,0.866,0.138,1.3800000000000001,10,6.161506548522151,2.5940031506607437,0.276,-0.0036783961894657794
36160714_4,GAS_COST=2/SEED=12/36160714_4,2.0,12,0.03,inventory,0,15,100,1005,1000,PPO,0.0043507527736911696,12.765540368586667,1.7062098030810944,-26.03477565406933,15.641176782011543,-37.189081271820775,-54.49252977772729,-1.4289310782550704,4.056153363307786,0.535,0.9914072749005033,0.00010259822106953019,0.0043507527736911696,18.76078914919852,0.0,5.231224791331456,8.23251766386785,49.83403651577175,106.45364328806451,2.660295930949445,0.0,1.862790797390207,0.811,0.0,0.0,10,5.735878876143783,6.031707686915886,0.0,0.30017956354579384
36160714_4,GAS_COST=2/SEED=12/36160714_4,2.0,12,0.03,inventory,0,15,100,1005,1000,PPO_narrow,0.7555659336109332,10.783442401646623,0.0,-21.690652087911854,16.303341727810142,-29.904874530965788,-41.15365167757843,-0.9873471526946058,3.270807958912685,0.456,0.02701174325067709,1.0846653221061906e-06,0.7555659336109332,2.0,0.0,0.0,10.102833813640729,42.76277788449989,91.36596306429932,1.271613832853026,0.002161383285302594,3.7229428864275045,0.695,0.001,0.01,10,5.327293269225285,4.933611130296899,0.002,0.36388379468254617
