gas_cost,volatility,reward_kind,inventory_phi,agent,mean_pnl,std_pnl,median_pnl,skew_pnl,kurt_pnl,profitable_frac,mean_spread,spread_std_within,spread_std_between,mean_center,center_std_within,center_std_between,rebalances_per_ep,rebalance_rate_pct,deploy_mean_center,deploy_center_std_within,deploy_center_std_between,deploys_per_ep,attrib_hodl,attrib_fees,attrib_il,attrib_gas,risk_profile
2,0.01,inventory,50.0,DeployWide,12.78,13.92,11.96,0.16,0.04,0.838,30.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.22,16.69,3.68,0.0,phi=50
2,0.01,inventory,50.0,ArrivalRebalance,30.61,19.34,29.37,0.5,0.47,0.956,2.0,0.0,0.0,0.22,25.849,10.697,4.51,0.45,0.0,0.0,0.0,5.51,-0.41,48.96,8.92,9.02,phi=50
2,0.01,inventory,50.0,DeployNarrow,15.85,16.96,13.6,0.59,0.63,0.853,2.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.2,20.1,4.04,0.0,phi=50
2,0.01,inventory,50.0,CDM,24.56,11.8,25.23,-0.39,0.31,0.973,29.914,1.53,0.046,0.101,13.449,4.307,7.58,0.76,-1.991,4.91,0.644,8.58,-0.23,50.6,10.67,15.15,phi=50
2,0.01,inventory,50.0,PPO,30.34,14.75,30.03,0.24,0.07,0.986,12.639,5.9,3.773,-6.515,27.276,11.955,4.67,46.71,-2.616,3.549,1.8,5.67,-0.17,49.65,9.8,9.34,phi=50
2,0.01,inventory,50.0,PPO_narrow,45.26,19.41,44.07,0.24,0.13,0.993,1.996,0.011,0.024,-2.89,27.063,10.089,7.09,70.95,-0.368,2.636,1.135,8.1,-0.33,72.61,12.84,14.19,phi=50
2,0.01,inventory,80.0,DeployWide,12.78,13.92,11.96,0.16,0.04,0.838,30.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.22,16.69,3.68,0.0,phi=80
2,0.01,inventory,80.0,ArrivalRebalance,30.61,19.34,29.37,0.5,0.47,0.956,2.0,0.0,0.0,0.22,25.849,10.697,4.51,0.45,0.0,0.0,0.0,5.51,-0.41,48.96,8.92,9.02,phi=80
2,0.01,inventory,80.0,DeployNarrow,15.85,16.96,13.6,0.59,0.63,0.853,2.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.2,20.1,4.04,0.0,phi=80
2,0.01,inventory,80.0,CDM,24.56,11.8,25.23,-0.39,0.31,0.973,29.914,1.53,0.046,0.101,13.449,4.307,7.58,0.76,-1.991,4.91,0.644,8.58,-0.23,50.6,10.67,15.15,phi=80
2,0.01,inventory,80.0,PPO,19.17,12.99,17.27,0.58,-0.13,0.979,19.167,2.939,3.11,-26.247,31.698,25.318,2.45,24.53,-4.474,2.302,1.795,3.45,-0.14,30.48,6.26,4.91,phi=80
2,0.01,inventory,80.0,PPO_narrow,29.25,16.61,27.41,0.57,0.45,0.985,1.958,0.072,0.109,-10.897,27.613,16.639,3.85,38.5,-0.861,3.224,2.193,4.85,-0.3,45.82,8.56,7.7,phi=80
2,0.015,inventory,20.0,DeployWide,7.94,14.66,8.43,-0.31,0.5,0.765,30.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.33,13.96,5.69,0.0,phi=20
2,0.015,inventory,20.0,ArrivalRebalance,19.55,19.7,19.26,0.15,0.57,0.856,2.0,0.0,0.0,0.936,33.21,13.222,5.04,0.5,0.0,0.0,0.0,6.04,-0.29,44.68,14.76,10.08,phi=20
2,0.015,inventory,20.0,DeployNarrow,10.72,16.94,10.58,0.15,0.77,0.791,2.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.31,17.09,6.06,0.0,phi=20
2,0.015,inventory,20.0,CDM,8.0,16.75,9.45,-0.57,0.52,0.728,29.894,1.671,0.076,0.16,14.332,4.114,12.23,1.22,-1.571,4.386,0.709,13.23,-0.35,54.85,22.04,24.46,phi=20
2,0.015,inventory,20.0,PPO,20.36,16.39,20.44,-0.09,0.13,0.894,12.769,7.915,3.59,-4.115,39.244,17.269,5.03,50.29,-1.621,4.337,2.146,6.03,-0.09,46.94,16.43,10.06,phi=20
2,0.015,inventory,20.0,PPO_narrow,31.31,19.43,31.21,0.05,0.19,0.959,2.0,0.0,0.003,-1.268,39.737,17.212,6.4,64.03,-0.373,2.854,1.307,7.4,-0.46,63.48,18.9,12.81,phi=20
2,0.015,inventory,50.0,DeployWide,7.94,14.66,8.43,-0.31,0.5,0.765,30.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.33,13.96,5.69,0.0,phi=50
2,0.015,inventory,50.0,ArrivalRebalance,19.55,19.7,19.26,0.15,0.57,0.856,2.0,0.0,0.0,0.936,33.21,13.222,5.04,0.5,0.0,0.0,0.0,6.04,-0.29,44.68,14.76,10.08,phi=50
2,0.015,inventory,50.0,DeployNarrow,10.72,16.94,10.58,0.15,0.77,0.791,2.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.31,17.09,6.06,0.0,phi=50
2,0.015,inventory,50.0,CDM,8.0,16.75,9.45,-0.57,0.52,0.728,29.894,1.671,0.076,0.16,14.332,4.114,12.23,1.22,-1.571,4.386,0.709,13.23,-0.35,54.85,22.04,24.46,phi=50
2,0.015,inventory,50.0,PPO,8.21,10.28,6.39,0.63,1.28,0.835,20.64,2.883,4.758,-40.176,40.995,51.709,1.28,12.85,-2.762,2.138,3.002,2.26,-0.16,17.49,6.55,2.57,phi=50
2,0.015,inventory,50.0,PPO_narrow,13.39,11.82,11.65,0.71,0.93,0.908,2.0,0.0,0.0,-24.063,38.457,38.278,1.63,16.28,-0.246,1.096,1.351,2.61,0.03,24.13,7.51,3.26,phi=50
2,0.015,inventory,80.0,DeployWide,7.94,14.66,8.43,-0.31,0.5,0.765,30.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.33,13.96,5.69,0.0,phi=80
2,0.015,inventory,80.0,ArrivalRebalance,19.55,19.7,19.26,0.15,0.57,0.856,2.0,0.0,0.0,0.936,33.21,13.222,5.04,0.5,0.0,0.0,0.0,6.04,-0.29,44.68,14.76,10.08,phi=80
2,0.015,inventory,80.0,DeployNarrow,10.72,16.94,10.58,0.15,0.77,0.791,2.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.31,17.09,6.06,0.0,phi=80
2,0.015,inventory,80.0,CDM,8.0,16.75,9.45,-0.57,0.52,0.728,29.894,1.671,0.076,0.16,14.332,4.114,12.23,1.22,-1.571,4.386,0.709,13.23,-0.35,54.85,22.04,24.46,phi=80
2,0.015,inventory,80.0,PPO,2.13,4.13,0.27,1.11,2.92,0.541,18.147,0.211,3.371,-16.684,7.402,39.885,0.07,0.67,-1.346,0.427,4.598,0.69,-0.07,3.51,1.17,0.13,phi=80
2,0.015,inventory,80.0,PPO_narrow,4.06,6.7,1.86,1.85,6.1,0.597,1.965,0.035,0.129,-12.797,9.219,38.311,0.14,1.36,1.017,0.676,2.122,0.81,-0.07,6.26,1.86,0.27,phi=80
2,0.02,inventory,20.0,DeployWide,4.09,16.27,6.27,-0.74,0.98,0.689,30.0,0.0,0.0,4.404,69.875,108.286,0.0,0.0,0.0,0.0,0.0,1.0,-0.44,12.22,7.69,0.0,phi=20
2,0.02,inventory,20.0,ArrivalRebalance,7.95,20.47,8.05,-0.28,0.74,0.672,2.0,0.0,0.0,0.678,39.307,16.048,5.81,0.58,0.0,0.0,0.0,6.81,-0.31,40.7,20.82,11.61,phi=20
2,0.02,inventory,20.0,DeployNarrow,6.48,17.95,7.58,-0.3,0.96,0.73,2.0,0.0,0.0,4.404,69.875,108.286,0.0,0.0,0.0,0.0,0.0,1.0,-0.41,14.95,8.07,0.0,phi=20
2,0.02,inventory,20.0,CDM,-39.33,50.64,-26.16,-1.98,6.1,0.176,29.533,3.252,0.492,0.11,14.773,4.419,28.55,2.86,-2.876,5.288,1.86,29.55,-0.48,53.77,35.52,57.1,phi=20
2,0.02,inventory,20.0,PPO,5.84,13.26,5.74,-0.51,1.98,0.747,19.486,2.149,3.705,-52.396,66.815,67.496,1.73,17.34,-3.54,1.299,1.385,2.73,-0.25,21.08,11.52,3.47,phi=20
2,0.02,inventory,20.0,PPO_narrow,8.33,11.98,7.82,0.05,0.65,0.787,2.0,0.0,0.0,-16.89,45.523,51.154,1.2,12.02,-0.072,0.58,0.719,2.18,-0.22,19.07,8.11,2.4,phi=20
4,0.005,pnl,0.0,DeployWide,18.85,12.93,17.96,0.16,-0.74,0.938,30.0,0.0,0.0,0.995,18.672,28.608,0.0,0.0,0.0,0.0,0.0,1.0,-0.11,20.64,1.68,0.0,pnl
4,0.005,pnl,0.0,ArrivalRebalance,36.34,20.53,34.19,0.5,0.21,0.984,2.0,0.0,0.0,0.489,15.056,7.782,3.0,0.3,0.0,0.0,0.0,4.0,-0.17,52.32,3.81,12.0,pnl
4,0.005,pnl,0.0,DeployNarrow,23.35,19.68,19.64,0.98,1.19,0.932,2.0,0.0,0.0,0.995,18.672,28.608,0.0,0.0,0.0,0.0,0.0,1.0,-0.1,25.46,2.01,0.0,pnl
4,0.005,pnl,0.0,CDM,22.04,9.77,22.23,-0.17,-0.25,0.985,29.903,1.624,0.053,0.15,11.561,5.87,3.02,0.3,-3.949,6.306,1.264,4.02,-0.11,37.14,2.91,12.07,pnl
4,0.005,pnl,0.0,PPO,48.8,20.19,47.57,0.27,-0.06,0.998,2.877,0.969,0.823,0.347,14.608,5.42,4.0,39.98,-0.097,0.896,0.518,5.0,-0.14,70.12,5.19,15.99,pnl
4,0.005,pnl,0.0,PPO_narrow,54.0,22.26,52.74,0.26,0.05,0.997,2.0,0.0,0.0,0.017,14.072,5.241,5.32,53.18,-0.114,0.889,0.45,6.32,-0.1,81.33,5.96,21.27,pnl
4,0.01,pnl,0.0,DeployWide,12.78,13.92,11.96,0.16,0.04,0.838,30.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.22,16.69,3.68,0.0,pnl
4,0.01,pnl,0.0,ArrivalRebalance,21.43,19.44,20.02,0.49,0.5,0.882,2.0,0.0,0.0,0.22,25.849,10.697,4.51,0.45,0.0,0.0,0.0,5.51,-0.41,48.76,8.88,18.04,pnl
4,0.01,pnl,0.0,DeployNarrow,15.85,16.96,13.6,0.59,0.63,0.853,2.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.2,20.1,4.04,0.0,pnl
4,0.01,pnl,0.0,CDM,9.06,15.54,10.13,-0.37,0.28,0.747,29.914,1.53,0.046,0.101,13.449,4.307,7.58,0.76,-1.991,4.91,0.644,8.58,-0.22,50.16,10.57,30.31,pnl
4,0.01,pnl,0.0,PPO,25.12,17.12,24.79,0.12,0.41,0.934,9.347,5.078,4.081,0.269,28.106,11.953,3.69,36.95,0.327,2.992,1.754,4.7,-0.23,49.83,9.7,14.78,pnl
4,0.01,pnl,0.0,PPO_narrow,32.87,19.88,32.29,0.21,0.29,0.961,2.0,0.0,0.0,1.632,27.778,10.95,4.63,46.26,0.186,1.258,0.772,5.63,-0.22,63.18,11.59,18.5,pnl
4,0.015,pnl,0.0,DeployWide,7.94,14.66,8.43,-0.31,0.5,0.765,30.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.33,13.96,5.69,0.0,pnl
4,0.015,pnl,0.0,ArrivalRebalance,9.33,19.67,9.06,0.14,0.59,0.684,2.0,0.0,0.0,0.936,33.21,13.222,5.04,0.5,0.0,0.0,0.0,6.04,-0.29,44.46,14.69,20.16,pnl
4,0.015,pnl,0.0,DeployNarrow,10.72,16.94,10.58,0.15,0.77,0.791,2.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.31,17.09,6.06,0.0,pnl
4,0.015,pnl,0.0,CDM,-16.89,21.88,-14.92,-0.48,0.34,0.226,29.894,1.671,0.076,0.163,14.332,4.112,12.23,1.22,-1.57,4.386,0.706,13.23,-0.34,54.09,21.72,48.91,pnl
4,0.015,pnl,0.0,PPO,12.91,17.36,12.14,0.13,0.36,0.781,9.976,4.788,4.806,3.99,48.71,31.788,1.39,13.9,0.342,1.331,1.43,2.39,-0.06,28.5,9.98,5.56,pnl
4,0.015,pnl,0.0,PPO_narrow,18.31,18.73,17.35,0.28,0.48,0.836,2.0,0.0,0.0,4.175,47.085,25.614,2.49,24.93,0.111,0.655,0.548,3.49,-0.46,41.02,12.28,9.97,pnl
4,0.02,pnl,0.0,DeployWide,4.09,16.27,6.27,-0.74,0.98,0.689,30.0,0.0,0.0,4.404,69.875,108.286,0.0,0.0,0.0,0.0,0.0,1.0,-0.44,12.22,7.69,0.0,pnl
4,0.02,pnl,0.0,ArrivalRebalance,-3.75,20.55,-3.65,-0.27,0.74,0.426,2.0,0.0,0.0,0.678,39.307,16.048,5.81,0.58,0.0,0.0,0.0,6.81,-0.31,40.49,20.71,23.22,pnl
4,0.02,pnl,0.0,DeployNarrow,6.48,17.95,7.58,-0.3,0.96,0.73,2.0,0.0,0.0,4.404,69.875,108.286,0.0,0.0,0.0,0.0,0.0,1.0,-0.41,14.95,8.07,0.0,pnl
4,0.02,pnl,0.0,CDM,-89.78,77.85,-65.13,-1.88,5.0,0.018,29.559,3.19,0.44,0.113,14.776,4.386,26.76,2.68,-2.823,5.267,1.804,27.76,-0.46,51.83,34.11,107.05,pnl
4,0.02,pnl,0.0,PPO,5.09,17.68,6.5,-0.45,0.74,0.685,10.537,0.552,1.743,19.202,71.203,101.18,0.13,1.34,1.149,0.185,0.74,1.13,-0.16,14.69,8.9,0.54,pnl
4,0.02,pnl,0.0,PPO_narrow,6.6,18.46,7.59,-0.3,0.7,0.711,2.0,0.0,0.0,16.102,70.192,106.69,0.14,1.4,0.05,0.078,0.231,1.14,-0.19,16.21,8.86,0.56,pnl
4,0.025,pnl,0.0,DeployWide,0.81,18.36,4.94,-1.03,1.35,0.656,30.0,0.0,0.0,5.466,84.24,130.884,0.0,0.0,0.0,0.0,0.0,1.0,-0.55,11.03,9.67,0.0,pnl
4,0.025,pnl,0.0,ArrivalRebalance,-13.39,23.18,-12.61,-0.43,0.92,0.289,2.0,0.0,0.0,0.793,43.337,18.484,6.0,0.6,0.0,0.0,0.0,7.0,-0.67,37.66,26.4,23.98,pnl
4,0.025,pnl,0.0,DeployNarrow,2.89,19.43,4.84,-0.73,1.23,0.674,2.0,0.0,0.0,5.466,84.24,130.884,0.0,0.0,0.0,0.0,0.0,1.0,-0.51,13.44,10.05,0.0,pnl
4,0.025,pnl,0.0,CDM,-8.34,21.69,-0.99,-1.51,3.58,0.341,1.027,0.551,0.045,-22.739,83.817,125.336,1.88,0.19,-12.122,3.024,2.766,2.88,-0.01,10.79,11.6,7.52,pnl
4,0.025,pnl,0.0,PPO,1.2,18.62,5.08,-0.76,1.29,0.601,10.0,0.0,0.0,1.109,84.328,141.414,0.0,0.0,-5.0,0.0,0.0,1.0,-0.29,11.53,10.05,0.0,pnl
4,0.025,pnl,0.0,PPO_narrow,2.89,19.43,4.84,-0.73,1.23,0.674,2.0,0.0,0.0,6.109,84.328,141.414,0.0,0.0,0.0,0.0,0.0,1.0,-0.23,13.44,10.32,0.0,pnl
4,0.03,pnl,0.0,DeployWide,-2.12,20.71,3.51,-1.21,1.6,0.622,30.0,0.0,0.0,6.296,96.948,150.88,0.0,0.0,0.0,0.0,0.0,1.0,-0.66,10.12,11.58,0.0,pnl
4,0.03,pnl,0.0,ArrivalRebalance,-22.62,25.97,-18.96,-0.82,1.67,0.179,2.0,0.0,0.0,1.055,46.168,21.107,6.0,0.6,0.0,0.0,0.0,7.0,-1.04,34.78,32.36,24.0,pnl
4,0.03,pnl,0.0,DeployNarrow,0.1,21.61,4.59,-0.99,1.41,0.639,2.0,0.0,0.0,6.296,96.948,150.88,0.0,0.0,0.0,0.0,0.0,1.0,-0.61,12.69,11.99,0.0,pnl
4,0.03,pnl,0.0,CDM,-3.44,20.23,0.0,-1.05,1.71,0.461,1.001,0.022,0.004,-8.544,96.949,150.837,0.05,0.0,-14.384,0.164,0.74,1.05,-0.0,8.65,11.9,0.19,pnl
4,0.03,pnl,0.0,PPO,-1.9,20.89,3.78,-1.18,1.55,0.622,24.0,0.0,0.0,8.076,97.203,163.306,0.0,0.0,1.0,0.0,0.0,1.0,-0.3,10.42,12.02,0.0,pnl
4,0.03,pnl,0.0,PPO_narrow,-0.35,21.62,3.11,-1.01,1.48,0.631,2.0,0.0,0.0,8.212,97.304,163.336,0.01,0.09,0.984,0.024,0.312,1.01,-0.29,12.25,12.27,0.04,pnl
4,0.005,inventory,20.0,DeployWide,18.85,12.93,17.96,0.16,-0.74,0.938,30.0,0.0,0.0,0.995,18.672,28.608,0.0,0.0,0.0,0.0,0.0,1.0,-0.11,20.64,1.68,0.0,phi=20
4,0.005,inventory,20.0,ArrivalRebalance,36.34,20.53,34.19,0.5,0.21,0.984,2.0,0.0,0.0,0.489,15.056,7.782,3.0,0.3,0.0,0.0,0.0,4.0,-0.17,52.32,3.81,12.0,phi=20
4,0.005,inventory,20.0,DeployNarrow,23.35,19.68,19.64,0.98,1.19,0.932,2.0,0.0,0.0,0.995,18.672,28.608,0.0,0.0,0.0,0.0,0.0,1.0,-0.1,25.46,2.01,0.0,phi=20
4,0.005,inventory,20.0,CDM,22.04,9.77,22.23,-0.17,-0.25,0.985,29.903,1.624,0.053,0.15,11.561,5.87,3.02,0.3,-3.949,6.306,1.264,4.02,-0.11,37.14,2.91,12.07,phi=20
4,0.005,inventory,20.0,PPO,47.54,20.01,46.07,0.16,-0.12,0.995,2.915,0.835,0.773,-1.512,14.622,5.849,3.75,37.46,-0.37,0.938,0.54,4.75,-0.07,67.61,5.02,14.98,phi=20
4,0.005,inventory,20.0,PPO_narrow,53.44,21.47,52.12,0.25,0.13,0.997,2.0,0.0,0.0,-0.075,14.126,5.186,5.32,53.2,-0.022,0.913,0.43,6.32,-0.09,80.8,5.99,21.28,phi=20
4,0.005,inventory,50.0,DeployWide,18.85,12.93,17.96,0.16,-0.74,0.938,30.0,0.0,0.0,0.995,18.672,28.608,0.0,0.0,0.0,0.0,0.0,1.0,-0.11,20.64,1.68,0.0,phi=50
4,0.005,inventory,50.0,ArrivalRebalance,36.34,20.53,34.19,0.5,0.21,0.984,2.0,0.0,0.0,0.489,15.056,7.782,3.0,0.3,0.0,0.0,0.0,4.0,-0.17,52.32,3.81,12.0,phi=50
4,0.005,inventory,50.0,DeployNarrow,23.35,19.68,19.64,0.98,1.19,0.932,2.0,0.0,0.0,0.995,18.672,28.608,0.0,0.0,0.0,0.0,0.0,1.0,-0.1,25.46,2.01,0.0,phi=50
4,0.005,inventory,50.0,CDM,22.04,9.77,22.23,-0.17,-0.25,0.985,29.903,1.624,0.053,0.15,11.561,5.87,3.02,0.3,-3.949,6.306,1.264,4.02,-0.11,37.14,2.91,12.07,phi=50
4,0.005,inventory,50.0,PPO,35.48,17.87,34.34,0.52,0.5,0.99,8.65,3.338,3.053,-5.177,15.156,7.095,3.24,32.39,-1.864,2.384,1.327,4.24,-0.1,52.48,3.95,12.96,phi=50
4,0.005,inventory,50.0,PPO_narrow,50.54,21.19,50.09,0.3,-0.1,0.998,2.0,0.0,0.0,-1.895,14.392,5.566,4.99,49.89,-0.261,1.121,0.584,5.99,-0.12,76.24,5.62,19.96,phi=50
4,0.02,inventory,50.0,DeployWide,4.09,16.27,6.27,-0.74,0.98,0.689,30.0,0.0,0.0,4.404,69.875,108.286,0.0,0.0,0.0,0.0,0.0,1.0,-0.44,12.22,7.69,0.0,phi=50
4,0.02,inventory,50.0,ArrivalRebalance,-3.75,20.55,-3.65,-0.27,0.74,0.426,2.0,0.0,0.0,0.678,39.307,16.048,5.81,0.58,0.0,0.0,0.0,6.81,-0.31,40.49,20.71,23.22,phi=50
4,0.02,inventory,50.0,DeployNarrow,6.48,17.95,7.58,-0.3,0.96,0.73,2.0,0.0,0.0,4.404,69.875,108.286,0.0,0.0,0.0,0.0,0.0,1.0,-0.41,14.95,8.07,0.0,phi=50
4,0.02,inventory,50.0,CDM,-89.78,77.85,-65.13,-1.88,5.0,0.018,29.559,3.19,0.44,0.113,14.776,4.386,26.76,2.68,-2.823,5.267,1.804,27.76,-0.46,51.83,34.11,107.05,phi=50
4,0.02,inventory,50.0,PPO,1.52,4.12,0.2,-0.24,2.16,0.514,20.826,0.0,3.666,-7.7,0.038,46.244,0.0,0.0,-0.042,0.0,1.502,0.66,0.0,3.01,1.49,0.0,phi=50
4,0.02,inventory,50.0,PPO_narrow,2.35,5.47,0.33,0.9,3.14,0.52,2.0,0.0,0.0,-5.888,1.271,46.843,0.01,0.12,0.418,0.045,0.649,0.67,-0.0,4.22,1.82,0.05,phi=50
4,0.02,inventory,80.0,DeployWide,4.09,16.27,6.27,-0.74,0.98,0.689,30.0,0.0,0.0,4.404,69.875,108.286,0.0,0.0,0.0,0.0,0.0,1.0,-0.44,12.22,7.69,0.0,phi=80
4,0.02,inventory,80.0,ArrivalRebalance,-3.75,20.55,-3.65,-0.27,0.74,0.426,2.0,0.0,0.0,0.678,39.307,16.048,5.81,0.58,0.0,0.0,0.0,6.81,-0.31,40.49,20.71,23.22,phi=80
4,0.02,inventory,80.0,DeployNarrow,6.48,17.95,7.58,-0.3,0.96,0.73,2.0,0.0,0.0,4.404,69.875,108.286,0.0,0.0,0.0,0.0,0.0,1.0,-0.41,14.95,8.07,0.0,phi=80
4,0.02,inventory,80.0,CDM,-89.78,77.85,-65.13,-1.88,5.0,0.018,29.559,3.19,0.44,0.113,14.776,4.386,26.76,2.68,-2.823,5.267,1.804,27.76,-0.46,51.83,34.11,107.05,phi=80
4,0.02,inventory,80.0,PPO,0.24,1.74,0.0,0.46,24.53,0.126,16.708,0.0,5.491,-22.995,0.226,43.459,0.0,0.0,-6.308,0.0,3.453,0.2,0.0,0.56,0.32,0.0,phi=80
4,0.02,inventory,80.0,PPO_narrow,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,phi=80
4,0.025,inventory,20.0,DeployWide,0.81,18.36,4.94,-1.03,1.35,0.656,30.0,0.0,0.0,5.466,84.24,130.884,0.0,0.0,0.0,0.0,0.0,1.0,-0.55,11.03,9.67,0.0,phi=20
4,0.025,inventory,20.0,ArrivalRebalance,-13.39,23.18,-12.61,-0.43,0.92,0.289,2.0,0.0,0.0,0.793,43.337,18.484,6.0,0.6,0.0,0.0,0.0,7.0,-0.67,37.66,26.4,23.98,phi=20
4,0.025,inventory,20.0,DeployNarrow,2.89,19.43,4.84,-0.73,1.23,0.674,2.0,0.0,0.0,5.466,84.24,130.884,0.0,0.0,0.0,0.0,0.0,1.0,-0.51,13.44,10.05,0.0,phi=20
4,0.025,inventory,20.0,CDM,-8.34,21.69,-0.99,-1.51,3.58,0.341,1.027,0.551,0.045,-22.739,83.817,125.336,1.88,0.19,-12.122,3.024,2.766,2.88,-0.01,10.79,11.6,7.52,phi=20
4,0.025,inventory,20.0,PPO,1.53,7.46,1.26,-1.03,2.74,0.574,21.791,0.013,5.63,-5.612,19.818,65.153,0.01,0.05,1.159,0.007,2.485,0.81,-0.11,4.86,3.19,0.02,phi=20
4,0.025,inventory,20.0,PPO_narrow,2.16,7.48,0.0,0.15,2.72,0.431,2.0,0.0,0.0,-0.164,12.222,58.906,0.02,0.17,-1.07,0.042,1.559,0.71,-0.07,4.9,2.61,0.07,phi=20
4,0.025,inventory,50.0,DeployWide,0.81,18.36,4.94,-1.03,1.35,0.656,30.0,0.0,0.0,5.466,84.24,130.884,0.0,0.0,0.0,0.0,0.0,1.0,-0.55,11.03,9.67,0.0,phi=50
4,0.025,inventory,50.0,ArrivalRebalance,-13.39,23.18,-12.61,-0.43,0.92,0.289,2.0,0.0,0.0,0.793,43.337,18.484,6.0,0.6,0.0,0.0,0.0,7.0,-0.67,37.66,26.4,23.98,phi=50
4,0.025,inventory,50.0,DeployNarrow,2.89,19.43,4.84,-0.73,1.23,0.674,2.0,0.0,0.0,5.466,84.24,130.884,0.0,0.0,0.0,0.0,0.0,1.0,-0.51,13.44,10.05,0.0,phi=50
4,0.025,inventory,50.0,CDM,-8.34,21.69,-0.99,-1.51,3.58,0.341,1.027,0.551,0.045,-22.739,83.817,125.336,1.88,0.19,-12.122,3.024,2.766,2.88,-0.01,10.79,11.6,7.52,phi=50
4,0.025,inventory,50.0,PPO,0.31,2.16,0.0,-1.59,24.28,0.142,26.428,0.0,1.309,-13.52,0.0,48.511,0.0,0.0,-0.214,0.0,1.666,0.17,0.0,0.76,0.46,0.0,phi=50
4,0.025,inventory,50.0,PPO_narrow,0.22,2.17,0.0,3.42,46.28,0.054,2.0,0.0,0.0,-9.453,1.833,49.095,0.0,0.0,1.202,0.0,3.251,0.09,0.01,0.47,0.26,0.0,phi=50
4,0.025,inventory,80.0,DeployWide,0.81,18.36,4.94,-1.03,1.35,0.656,30.0,0.0,0.0,5.466,84.24,130.884,0.0,0.0,0.0,0.0,0.0,1.0,-0.55,11.03,9.67,0.0,phi=80
4,0.025,inventory,80.0,ArrivalRebalance,-13.39,23.18,-12.61,-0.43,0.92,0.289,2.0,0.0,0.0,0.793,43.337,18.484,6.0,0.6,0.0,0.0,0.0,7.0,-0.67,37.66,26.4,23.98,phi=80
4,0.025,inventory,80.0,DeployNarrow,2.89,19.43,4.84,-0.73,1.23,0.674,2.0,0.0,0.0,5.466,84.24,130.884,0.0,0.0,0.0,0.0,0.0,1.0,-0.51,13.44,10.05,0.0,phi=80
4,0.025,inventory,80.0,CDM,-8.34,21.69,-0.99,-1.51,3.58,0.341,1.027,0.551,0.045,-22.739,83.817,125.336,1.88,0.19,-12.122,3.024,2.766,2.88,-0.01,10.79,11.6,7.52,phi=80
4,0.025,inventory,80.0,PPO,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,phi=80
4,0.025,inventory,80.0,PPO_narrow,0.0,0.77,0.0,6.03,486.53,0.002,2.0,0.0,0.0,-20.167,0.0,60.204,0.0,0.0,-1.333,0.0,3.771,0.01,0.0,0.03,0.03,0.0,phi=80
4,0.03,inventory,20.0,DeployWide,-2.12,20.71,3.51,-1.21,1.6,0.622,30.0,0.0,0.0,6.296,96.948,150.88,0.0,0.0,0.0,0.0,0.0,1.0,-0.66,10.12,11.58,0.0,phi=20
4,0.03,inventory,20.0,ArrivalRebalance,-22.62,25.97,-18.96,-0.82,1.67,0.179,2.0,0.0,0.0,1.055,46.168,21.107,6.0,0.6,0.0,0.0,0.0,7.0,-1.04,34.78,32.36,24.0,phi=20
4,0.03,inventory,20.0,DeployNarrow,0.1,21.61,4.59,-0.99,1.41,0.639,2.0,0.0,0.0,6.296,96.948,150.88,0.0,0.0,0.0,0.0,0.0,1.0,-0.61,12.69,11.99,0.0,phi=20
4,0.03,inventory,20.0,CDM,-3.44,20.23,0.0,-1.05,1.71,0.461,1.001,0.022,0.004,-8.544,96.949,150.837,0.05,0.0,-14.384,0.164,0.74,1.05,-0.0,8.65,11.9,0.19,phi=20
4,0.03,inventory,20.0,PPO,0.34,5.37,0.0,-1.35,7.14,0.328,13.693,0.0,6.939,-0.215,2.699,55.78,0.0,0.0,1.624,0.0,6.478,0.49,0.01,2.11,1.78,0.0,phi=20
