gas_cost,volatility,reward_kind,inventory_phi,agent,mean_pnl,std_pnl,median_pnl,skew_pnl,kurt_pnl,profitable_frac,mean_spread,spread_std_within,spread_std_between,mean_center,center_std_within,center_std_between,rebalances_per_ep,rebalance_rate_pct,deploy_mean_center,deploy_center_std_within,deploy_center_std_between,deploys_per_ep,attrib_hodl,attrib_fees,attrib_il,attrib_gas,risk_profile
4,0.03,inventory,20.0,PPO_narrow,0.93,5.52,0.0,-0.04,5.36,0.304,2.0,0.0,0.0,-10.16,7.33,58.616,0.0,0.0,0.393,0.0,1.344,0.45,-0.05,2.84,1.85,0.0,phi=20
4,0.03,inventory,50.0,DeployWide,-2.12,20.71,3.51,-1.21,1.6,0.622,30.0,0.0,0.0,6.296,96.948,150.88,0.0,0.0,0.0,0.0,0.0,1.0,-0.66,10.12,11.58,0.0,phi=50
4,0.03,inventory,50.0,ArrivalRebalance,-22.62,25.97,-18.96,-0.82,1.67,0.179,2.0,0.0,0.0,1.055,46.168,21.107,6.0,0.6,0.0,0.0,0.0,7.0,-1.04,34.78,32.36,24.0,phi=50
4,0.03,inventory,50.0,DeployNarrow,0.1,21.61,4.59,-0.99,1.41,0.639,2.0,0.0,0.0,6.296,96.948,150.88,0.0,0.0,0.0,0.0,0.0,1.0,-0.61,12.69,11.99,0.0,phi=50
4,0.03,inventory,50.0,CDM,-3.44,20.23,0.0,-1.05,1.71,0.461,1.001,0.022,0.004,-8.544,96.949,150.837,0.05,0.0,-14.384,0.164,0.74,1.05,-0.0,8.65,11.9,0.19,phi=50
4,0.03,inventory,50.0,PPO,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,phi=50
4,0.03,inventory,50.0,PPO_narrow,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,phi=50
4,0.03,inventory,80.0,DeployWide,-2.12,20.71,3.51,-1.21,1.6,0.622,30.0,0.0,0.0,6.296,96.948,150.88,0.0,0.0,0.0,0.0,0.0,1.0,-0.66,10.12,11.58,0.0,phi=80
4,0.03,inventory,80.0,ArrivalRebalance,-22.62,25.97,-18.96,-0.82,1.67,0.179,2.0,0.0,0.0,1.055,46.168,21.107,6.0,0.6,0.0,0.0,0.0,7.0,-1.04,34.78,32.36,24.0,phi=80
4,0.03,inventory,80.0,DeployNarrow,0.1,21.61,4.59,-0.99,1.41,0.639,2.0,0.0,0.0,6.296,96.948,150.88,0.0,0.0,0.0,0.0,0.0,1.0,-0.61,12.69,11.99,0.0,phi=80
4,0.03,inventory,80.0,CDM,-3.44,20.23,0.0,-1.05,1.71,0.461,1.001,0.022,0.004,-8.544,96.949,150.837,0.05,0.0,-14.384,0.164,0.74,1.05,-0.0,8.65,11.9,0.19,phi=80
4,0.03,inventory,80.0,PPO,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,phi=80
4,0.03,inventory,80.0,PPO_narrow,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,phi=80
4,0.005,inventory,80.0,DeployWide,18.85,12.93,17.96,0.16,-0.74,0.938,30.0,0.0,0.0,0.995,18.672,28.608,0.0,0.0,0.0,0.0,0.0,1.0,-0.11,20.64,1.68,0.0,phi=80
4,0.005,inventory,80.0,ArrivalRebalance,36.34,20.53,34.19,0.5,0.21,0.984,2.0,0.0,0.0,0.489,15.056,7.782,3.0,0.3,0.0,0.0,0.0,4.0,-0.17,52.32,3.81,12.0,phi=80
4,0.005,inventory,80.0,DeployNarrow,23.35,19.68,19.64,0.98,1.19,0.932,2.0,0.0,0.0,0.995,18.672,28.608,0.0,0.0,0.0,0.0,0.0,1.0,-0.1,25.46,2.01,0.0,phi=80
4,0.005,inventory,80.0,CDM,22.04,9.77,22.23,-0.17,-0.25,0.985,29.903,1.624,0.053,0.15,11.561,5.87,3.02,0.3,-3.949,6.306,1.264,4.02,-0.11,37.14,2.91,12.07,phi=80
4,0.005,inventory,80.0,PPO,20.55,14.28,19.07,0.54,-0.37,0.999,17.071,1.075,1.974,-20.009,17.331,18.59,1.29,12.93,-6.119,0.951,0.945,2.29,-0.01,27.93,2.2,5.17,phi=80
4,0.005,inventory,80.0,PPO_narrow,33.64,23.34,29.38,0.81,0.57,0.993,2.0,0.0,0.0,-16.224,17.514,17.682,2.09,20.87,-0.348,0.688,0.651,3.09,-0.04,45.32,3.29,8.35,phi=80
4,0.01,inventory,20.0,DeployWide,12.78,13.92,11.96,0.16,0.04,0.838,30.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.22,16.69,3.68,0.0,phi=20
4,0.01,inventory,20.0,ArrivalRebalance,21.43,19.44,20.02,0.49,0.5,0.882,2.0,0.0,0.0,0.22,25.849,10.697,4.51,0.45,0.0,0.0,0.0,5.51,-0.41,48.76,8.88,18.04,phi=20
4,0.01,inventory,20.0,DeployNarrow,15.85,16.96,13.6,0.59,0.63,0.853,2.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.2,20.1,4.04,0.0,phi=20
4,0.01,inventory,20.0,CDM,9.06,15.54,10.13,-0.37,0.28,0.747,29.914,1.53,0.046,0.101,13.449,4.307,7.58,0.76,-1.991,4.91,0.644,8.58,-0.22,50.16,10.57,30.31,phi=20
4,0.01,inventory,20.0,PPO,24.09,16.72,23.09,0.3,0.39,0.933,8.959,3.553,4.138,-5.008,29.58,13.448,2.89,28.86,-1.257,2.488,1.677,3.89,-0.41,44.49,8.45,11.54,phi=20
4,0.01,inventory,20.0,PPO_narrow,32.12,19.02,31.16,0.32,0.08,0.969,2.0,0.0,0.0,-2.297,28.578,11.352,4.03,40.31,-0.465,1.517,0.99,5.03,-0.14,59.11,10.73,16.12,phi=20
4,0.01,inventory,50.0,DeployWide,12.78,13.92,11.96,0.16,0.04,0.838,30.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.22,16.69,3.68,0.0,phi=50
4,0.01,inventory,50.0,ArrivalRebalance,21.43,19.44,20.02,0.49,0.5,0.882,2.0,0.0,0.0,0.22,25.849,10.697,4.51,0.45,0.0,0.0,0.0,5.51,-0.41,48.76,8.88,18.04,phi=50
4,0.01,inventory,50.0,DeployNarrow,15.85,16.96,13.6,0.59,0.63,0.853,2.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.2,20.1,4.04,0.0,phi=50
4,0.01,inventory,50.0,CDM,9.06,15.54,10.13,-0.37,0.28,0.747,29.914,1.53,0.046,0.101,13.449,4.307,7.58,0.76,-1.991,4.91,0.644,8.58,-0.22,50.16,10.57,30.31,phi=50
4,0.01,inventory,50.0,PPO,13.9,13.89,11.34,0.88,0.66,0.819,12.741,2.72,4.468,-35.605,33.706,36.492,1.51,15.06,-7.599,1.542,1.776,2.51,-0.04,25.32,5.35,6.02,phi=50
4,0.01,inventory,50.0,PPO_narrow,22.15,18.09,18.8,0.89,0.94,0.948,1.998,0.003,0.027,-31.657,34.187,35.179,1.98,19.84,-1.016,1.454,1.394,2.98,-0.15,36.93,6.69,7.94,phi=50
4,0.01,inventory,80.0,DeployWide,12.78,13.92,11.96,0.16,0.04,0.838,30.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.22,16.69,3.68,0.0,phi=80
4,0.01,inventory,80.0,ArrivalRebalance,21.43,19.44,20.02,0.49,0.5,0.882,2.0,0.0,0.0,0.22,25.849,10.697,4.51,0.45,0.0,0.0,0.0,5.51,-0.41,48.76,8.88,18.04,phi=80
4,0.01,inventory,80.0,DeployNarrow,15.85,16.96,13.6,0.59,0.63,0.853,2.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.2,20.1,4.04,0.0,phi=80
4,0.01,inventory,80.0,CDM,9.06,15.54,10.13,-0.37,0.28,0.747,29.914,1.53,0.046,0.101,13.449,4.307,7.58,0.76,-1.991,4.91,0.644,8.58,-0.22,50.16,10.57,30.31,phi=80
4,0.01,inventory,80.0,PPO,5.75,5.87,4.83,0.55,0.35,0.868,20.534,0.857,4.354,-14.795,14.45,29.896,0.35,3.55,-3.699,0.641,2.726,1.32,-0.07,9.06,1.82,1.42,phi=80
4,0.01,inventory,80.0,PPO_narrow,8.36,8.76,6.45,1.14,1.87,0.834,2.0,0.0,0.0,-9.314,12.043,29.135,0.42,4.21,0.468,0.468,1.123,1.33,-0.03,12.29,2.21,1.68,phi=80
4,0.015,inventory,20.0,DeployWide,7.94,14.66,8.43,-0.31,0.5,0.765,30.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.33,13.96,5.69,0.0,phi=20
4,0.015,inventory,20.0,ArrivalRebalance,9.33,19.67,9.06,0.14,0.59,0.684,2.0,0.0,0.0,0.936,33.21,13.222,5.04,0.5,0.0,0.0,0.0,6.04,-0.29,44.46,14.69,20.16,phi=20
4,0.015,inventory,20.0,DeployNarrow,10.72,16.94,10.58,0.15,0.77,0.791,2.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.31,17.09,6.06,0.0,phi=20
4,0.015,inventory,20.0,CDM,-16.89,21.88,-14.92,-0.48,0.34,0.226,29.894,1.671,0.076,0.163,14.332,4.112,12.23,1.22,-1.57,4.386,0.706,13.23,-0.34,54.09,21.72,48.91,phi=20
4,0.015,inventory,20.0,PPO,8.62,13.46,7.18,0.28,0.76,0.728,15.064,2.26,4.299,-44.235,50.587,55.376,1.19,11.9,-6.542,1.65,1.829,2.19,-0.11,21.77,8.27,4.76,phi=20
4,0.015,inventory,20.0,PPO_narrow,13.8,15.83,11.67,0.5,1.09,0.854,2.0,0.0,0.0,-39.459,51.326,54.82,1.4,13.98,-0.389,0.699,0.812,2.4,-0.11,28.8,9.3,5.59,phi=20
4,0.015,inventory,50.0,DeployWide,7.94,14.66,8.43,-0.31,0.5,0.765,30.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.33,13.96,5.69,0.0,phi=50
4,0.015,inventory,50.0,ArrivalRebalance,9.33,19.67,9.06,0.14,0.59,0.684,2.0,0.0,0.0,0.936,33.21,13.222,5.04,0.5,0.0,0.0,0.0,6.04,-0.29,44.46,14.69,20.16,phi=50
4,0.015,inventory,50.0,DeployNarrow,10.72,16.94,10.58,0.15,0.77,0.791,2.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.31,17.09,6.06,0.0,phi=50
4,0.015,inventory,50.0,CDM,-16.89,21.88,-14.92,-0.48,0.34,0.226,29.894,1.671,0.076,0.163,14.332,4.112,12.23,1.22,-1.57,4.386,0.706,13.23,-0.34,54.09,21.72,48.91,phi=50
4,0.015,inventory,50.0,PPO,3.63,5.62,2.5,0.46,1.63,0.684,14.533,0.401,4.505,-10.765,10.41,40.024,0.13,1.34,-0.498,0.412,4.135,0.99,-0.0,6.07,1.91,0.54,phi=50
4,0.015,inventory,50.0,PPO_narrow,5.14,7.26,2.88,1.14,3.23,0.728,2.0,0.0,0.0,-9.322,9.257,40.468,0.12,1.21,0.73,0.06,0.801,0.96,-0.04,7.87,2.21,0.48,phi=50
4,0.015,inventory,80.0,DeployWide,7.94,14.66,8.43,-0.31,0.5,0.765,30.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.33,13.96,5.69,0.0,phi=80
4,0.015,inventory,80.0,ArrivalRebalance,9.33,19.67,9.06,0.14,0.59,0.684,2.0,0.0,0.0,0.936,33.21,13.222,5.04,0.5,0.0,0.0,0.0,6.04,-0.29,44.46,14.69,20.16,phi=80
4,0.015,inventory,80.0,DeployNarrow,10.72,16.94,10.58,0.15,0.77,0.791,2.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.31,17.09,6.06,0.0,phi=80
4,0.015,inventory,80.0,CDM,-16.89,21.88,-14.92,-0.48,0.34,0.226,29.894,1.671,0.076,0.163,14.332,4.112,12.23,1.22,-1.57,4.386,0.706,13.23,-0.34,54.09,21.72,48.91,phi=80
4,0.015,inventory,80.0,PPO,1.84,3.7,0.18,0.48,1.5,0.523,17.772,0.018,3.687,-10.519,1.231,40.653,0.01,0.08,-3.362,0.022,4.551,0.69,-0.01,3.0,1.12,0.03,phi=80
4,0.015,inventory,80.0,PPO_narrow,3.18,5.73,0.66,1.48,2.95,0.522,2.0,0.0,0.0,-9.634,3.949,39.632,0.04,0.45,0.918,0.082,0.752,0.65,-0.04,4.85,1.45,0.18,phi=80
4,0.02,inventory,20.0,DeployWide,4.09,16.27,6.27,-0.74,0.98,0.689,30.0,0.0,0.0,4.404,69.875,108.286,0.0,0.0,0.0,0.0,0.0,1.0,-0.44,12.22,7.69,0.0,phi=20
4,0.02,inventory,20.0,ArrivalRebalance,-3.75,20.55,-3.65,-0.27,0.74,0.426,2.0,0.0,0.0,0.678,39.307,16.048,5.81,0.58,0.0,0.0,0.0,6.81,-0.31,40.49,20.71,23.22,phi=20
4,0.02,inventory,20.0,DeployNarrow,6.48,17.95,7.58,-0.3,0.96,0.73,2.0,0.0,0.0,4.404,69.875,108.286,0.0,0.0,0.0,0.0,0.0,1.0,-0.41,14.95,8.07,0.0,phi=20
4,0.02,inventory,20.0,CDM,-89.78,77.85,-65.13,-1.88,5.0,0.018,29.559,3.19,0.44,0.113,14.776,4.386,26.76,2.68,-2.823,5.267,1.804,27.76,-0.46,51.83,34.11,107.05,phi=20
4,0.02,inventory,20.0,PPO,2.92,8.15,2.22,-0.28,1.69,0.644,12.488,0.256,4.881,-8.483,23.914,58.849,0.06,0.62,-2.172,0.206,4.853,0.97,-0.11,6.52,3.24,0.25,phi=20
4,0.02,inventory,20.0,PPO_narrow,4.35,8.56,2.75,0.34,1.51,0.705,2.0,0.0,0.0,-5.421,18.462,56.743,0.01,0.13,0.676,0.02,2.754,0.91,-0.18,7.69,3.1,0.05,phi=20
6,0.005,pnl,0.0,DeployWide,18.85,12.93,17.96,0.16,-0.74,0.938,30.0,0.0,0.0,0.995,18.672,28.608,0.0,0.0,0.0,0.0,0.0,1.0,-0.11,20.64,1.68,0.0,pnl
6,0.005,pnl,0.0,ArrivalRebalance,30.21,20.48,28.02,0.5,0.21,0.952,2.0,0.0,0.0,0.489,15.056,7.782,3.0,0.3,0.0,0.0,0.0,4.0,-0.17,52.18,3.8,18.0,pnl
6,0.005,pnl,0.0,DeployNarrow,23.35,19.68,19.64,0.98,1.19,0.932,2.0,0.0,0.0,0.995,18.672,28.608,0.0,0.0,0.0,0.0,0.0,1.0,-0.1,25.46,2.01,0.0,pnl
6,0.005,pnl,0.0,CDM,15.87,11.71,16.39,-0.2,-0.23,0.909,29.903,1.624,0.053,0.15,11.561,5.87,3.02,0.3,-3.949,6.306,1.264,4.02,-0.11,36.99,2.9,18.11,pnl
6,0.005,pnl,0.0,PPO,34.48,21.07,32.01,0.47,0.19,0.969,3.527,1.408,1.505,0.202,15.791,8.361,1.98,19.78,0.069,0.624,0.589,2.98,-0.1,50.33,3.88,11.87,pnl
6,0.005,pnl,0.0,PPO_narrow,42.09,21.84,40.87,0.27,0.01,0.981,2.0,0.0,0.0,0.748,14.572,6.041,3.6,36.05,0.142,0.772,0.433,4.61,-0.13,68.91,5.06,21.63,pnl
6,0.01,pnl,0.0,DeployWide,12.78,13.92,11.96,0.16,0.04,0.838,30.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.22,16.69,3.68,0.0,pnl
6,0.01,pnl,0.0,ArrivalRebalance,12.25,19.58,11.03,0.48,0.52,0.724,2.0,0.0,0.0,0.22,25.849,10.697,4.51,0.45,0.0,0.0,0.0,5.51,-0.41,48.57,8.84,27.06,pnl
6,0.01,pnl,0.0,DeployNarrow,15.85,16.96,13.6,0.59,0.63,0.853,2.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.2,20.1,4.04,0.0,pnl
6,0.01,pnl,0.0,CDM,-6.43,19.56,-5.41,-0.36,0.26,0.389,29.914,1.53,0.046,0.101,13.449,4.307,7.58,0.76,-1.99,4.91,0.643,8.57,-0.22,49.72,10.48,45.45,pnl
6,0.01,pnl,0.0,PPO,17.74,17.77,16.84,0.44,0.7,0.849,6.518,3.35,4.173,-3.437,34.174,23.596,1.05,10.53,-0.08,2.089,2.439,2.05,-0.11,30.35,6.18,6.32,pnl
6,0.01,pnl,0.0,PPO_narrow,21.58,18.8,21.41,0.07,-0.06,0.871,2.0,0.0,0.0,3.658,32.065,19.364,1.65,16.46,-0.098,0.641,0.644,2.65,-0.19,39.1,7.46,9.88,pnl
6,0.015,pnl,0.0,DeployWide,7.94,14.66,8.43,-0.31,0.5,0.765,30.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.33,13.96,5.69,0.0,pnl
6,0.015,pnl,0.0,ArrivalRebalance,-0.89,19.65,-1.07,0.13,0.6,0.475,2.0,0.0,0.0,0.936,33.21,13.222,5.04,0.5,0.0,0.0,0.0,6.04,-0.28,44.25,14.61,30.24,pnl
6,0.015,pnl,0.0,DeployNarrow,10.72,16.94,10.58,0.15,0.77,0.791,2.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.31,17.09,6.06,0.0,pnl
6,0.015,pnl,0.0,CDM,-41.79,27.45,-39.3,-0.44,0.24,0.048,29.894,1.671,0.076,0.163,14.332,4.112,12.23,1.22,-1.57,4.386,0.706,13.23,-0.34,53.32,21.41,73.37,pnl
6,0.015,pnl,0.0,PPO,8.35,15.53,9.13,-0.21,0.36,0.747,21.818,0.116,0.889,12.199,54.412,82.185,0.07,0.73,1.081,0.173,0.7,1.07,0.0,15.21,6.42,0.44,pnl
6,0.015,pnl,0.0,PPO_narrow,11.13,16.78,10.6,0.16,0.76,0.795,2.0,0.0,0.0,1.357,54.363,81.853,0.08,0.83,-0.013,0.013,0.081,1.08,-0.1,18.26,6.52,0.5,pnl
6,0.02,pnl,0.0,DeployWide,4.09,16.27,6.27,-0.74,0.98,0.689,30.0,0.0,0.0,4.404,69.875,108.286,0.0,0.0,0.0,0.0,0.0,1.0,-0.44,12.22,7.69,0.0,pnl
6,0.02,pnl,0.0,ArrivalRebalance,-15.46,20.66,-15.26,-0.25,0.74,0.219,2.0,0.0,0.0,0.678,39.307,16.048,5.81,0.58,0.0,0.0,0.0,6.81,-0.3,40.28,20.6,34.84,pnl
6,0.02,pnl,0.0,DeployNarrow,6.48,17.95,7.58,-0.3,0.96,0.73,2.0,0.0,0.0,4.404,69.875,108.286,0.0,0.0,0.0,0.0,0.0,1.0,-0.41,14.95,8.07,0.0,pnl
6,0.02,pnl,0.0,CDM,-136.07,98.0,-104.69,-1.63,3.15,0.004,29.579,3.139,0.405,0.123,14.803,4.364,25.45,2.54,-2.759,5.24,1.739,26.45,-0.44,50.04,32.97,152.69,pnl
6,0.02,pnl,0.0,PPO,4.32,16.23,6.17,-0.65,1.03,0.704,23.0,0.0,0.0,1.383,69.805,116.805,0.0,0.0,-3.5,0.0,0.0,1.0,-0.23,12.51,7.96,0.0,pnl
6,0.02,pnl,0.0,PPO_narrow,6.48,17.95,7.58,-0.3,0.96,0.73,2.0,0.0,0.0,4.883,69.805,116.805,0.0,0.0,0.0,0.0,0.0,1.0,-0.25,14.95,8.22,0.0,pnl
6,0.025,pnl,0.0,DeployWide,0.81,18.36,4.94,-1.03,1.35,0.656,30.0,0.0,0.0,5.466,84.24,130.884,0.0,0.0,0.0,0.0,0.0,1.0,-0.55,11.03,9.67,0.0,pnl
6,0.025,pnl,0.0,ArrivalRebalance,-25.43,23.06,-24.65,-0.43,0.92,0.119,2.0,0.0,0.0,0.793,43.337,18.484,6.0,0.6,0.0,0.0,0.0,7.0,-0.66,37.46,26.25,35.98,pnl
6,0.025,pnl,0.0,DeployNarrow,2.89,19.43,4.84,-0.73,1.23,0.674,2.0,0.0,0.0,5.466,84.24,130.884,0.0,0.0,0.0,0.0,0.0,1.0,-0.51,13.44,10.05,0.0,pnl
6,0.025,pnl,0.0,CDM,-11.95,25.64,-3.92,-1.81,5.02,0.3,1.027,0.549,0.044,-22.59,83.829,125.397,1.86,0.19,-12.124,3.023,2.764,2.86,-0.01,10.72,11.49,11.17,pnl
6,0.025,pnl,0.0,PPO,1.7,18.89,5.03,-0.91,1.31,0.662,10.0,0.0,0.0,7.109,84.328,141.414,0.0,0.0,1.0,0.0,0.0,1.0,-0.24,12.15,10.21,0.0,pnl
6,0.025,pnl,0.0,PPO_narrow,2.51,19.47,4.98,-0.78,1.3,0.674,2.0,0.0,0.0,7.109,84.328,141.414,0.0,0.0,1.0,0.0,0.0,1.0,-0.24,13.04,10.28,0.0,pnl
6,0.03,pnl,0.0,DeployWide,-2.12,20.71,3.51,-1.21,1.6,0.622,30.0,0.0,0.0,6.296,96.948,150.88,0.0,0.0,0.0,0.0,0.0,1.0,-0.66,10.12,11.58,0.0,pnl
6,0.03,pnl,0.0,ArrivalRebalance,-34.61,25.82,-31.0,-0.82,1.67,0.064,2.0,0.0,0.0,1.055,46.168,21.107,6.0,0.6,0.0,0.0,0.0,7.0,-1.04,34.6,32.17,36.0,pnl
6,0.03,pnl,0.0,DeployNarrow,0.1,21.61,4.59,-0.99,1.41,0.639,2.0,0.0,0.0,6.296,96.948,150.88,0.0,0.0,0.0,0.0,0.0,1.0,-0.61,12.69,11.99,0.0,pnl
6,0.03,pnl,0.0,CDM,-3.53,20.22,0.0,-1.05,1.7,0.46,1.001,0.022,0.004,-8.544,96.949,150.837,0.05,0.0,-14.384,0.164,0.74,1.05,-0.0,8.65,11.89,0.29,pnl
6,0.03,pnl,0.0,PPO,-1.89,20.57,2.95,-1.14,1.61,0.625,20.0,0.0,0.0,2.076,97.203,163.306,0.0,0.0,-5.0,0.0,0.0,1.0,-0.32,10.41,11.97,0.0,pnl
6,0.03,pnl,0.0,PPO_narrow,0.1,21.61,4.59,-0.99,1.41,0.639,2.0,0.0,0.0,7.076,97.203,163.306,0.0,0.0,0.0,0.0,0.0,1.0,-0.29,12.69,12.31,0.0,pnl
6,0.005,inventory,20.0,DeployWide,18.85,12.93,17.96,0.16,-0.74,0.938,30.0,0.0,0.0,0.995,18.672,28.608,0.0,0.0,0.0,0.0,0.0,1.0,-0.11,20.64,1.68,0.0,phi=20
6,0.005,inventory,20.0,ArrivalRebalance,30.21,20.48,28.02,0.5,0.21,0.952,2.0,0.0,0.0,0.489,15.056,7.782,3.0,0.3,0.0,0.0,0.0,4.0,-0.17,52.18,3.8,18.0,phi=20
6,0.005,inventory,20.0,DeployNarrow,23.35,19.68,19.64,0.98,1.19,0.932,2.0,0.0,0.0,0.995,18.672,28.608,0.0,0.0,0.0,0.0,0.0,1.0,-0.1,25.46,2.01,0.0,phi=20
6,0.005,inventory,20.0,CDM,15.87,11.71,16.39,-0.2,-0.23,0.909,29.903,1.624,0.053,0.15,11.561,5.87,3.02,0.3,-3.949,6.306,1.264,4.02,-0.11,36.99,2.9,18.11,phi=20
6,0.005,inventory,20.0,PPO,31.88,19.19,29.78,0.62,0.48,0.981,6.711,4.127,4.445,-3.272,16.075,8.86,1.89,18.87,-0.662,0.97,0.988,2.89,-0.09,46.87,3.59,11.32,phi=20
6,0.005,inventory,20.0,PPO_narrow,40.73,21.45,40.38,0.25,-0.06,0.984,2.0,0.0,0.0,-1.633,14.893,6.518,3.25,32.47,0.079,0.704,0.426,4.25,-0.13,65.16,4.81,19.48,phi=20
6,0.005,inventory,50.0,DeployWide,18.85,12.93,17.96,0.16,-0.74,0.938,30.0,0.0,0.0,0.995,18.672,28.608,0.0,0.0,0.0,0.0,0.0,1.0,-0.11,20.64,1.68,0.0,phi=50
6,0.005,inventory,50.0,ArrivalRebalance,30.21,20.48,28.02,0.5,0.21,0.952,2.0,0.0,0.0,0.489,15.056,7.782,3.0,0.3,0.0,0.0,0.0,4.0,-0.17,52.18,3.8,18.0,phi=50
6,0.005,inventory,50.0,DeployNarrow,23.35,19.68,19.64,0.98,1.19,0.932,2.0,0.0,0.0,0.995,18.672,28.608,0.0,0.0,0.0,0.0,0.0,1.0,-0.1,25.46,2.01,0.0,phi=50
6,0.005,inventory,50.0,CDM,15.87,11.71,16.39,-0.2,-0.23,0.909,29.903,1.624,0.053,0.15,11.561,5.87,3.02,0.3,-3.949,6.306,1.264,4.02,-0.11,36.99,2.9,18.11,phi=50
6,0.005,inventory,50.0,PPO,21.4,15.01,19.51,0.59,-0.11,0.973,16.346,1.737,2.566,-16.975,17.491,18.396,1.19,11.92,-3.241,0.504,0.656,2.19,-0.03,30.99,2.42,7.15,phi=50
6,0.005,inventory,50.0,PPO_narrow,30.1,22.29,26.28,0.87,0.72,0.981,2.0,0.0,0.0,-15.538,17.548,17.796,1.67,16.65,-0.263,0.483,0.451,2.67,0.01,43.33,3.26,9.99,phi=50
6,0.02,inventory,50.0,DeployWide,4.09,16.27,6.27,-0.74,0.98,0.689,30.0,0.0,0.0,4.404,69.875,108.286,0.0,0.0,0.0,0.0,0.0,1.0,-0.44,12.22,7.69,0.0,phi=50
6,0.02,inventory,50.0,ArrivalRebalance,-15.46,20.66,-15.26,-0.25,0.74,0.219,2.0,0.0,0.0,0.678,39.307,16.048,5.81,0.58,0.0,0.0,0.0,6.81,-0.3,40.28,20.6,34.84,phi=50
6,0.02,inventory,50.0,DeployNarrow,6.48,17.95,7.58,-0.3,0.96,0.73,2.0,0.0,0.0,4.404,69.875,108.286,0.0,0.0,0.0,0.0,0.0,1.0,-0.41,14.95,8.07,0.0,phi=50
6,0.02,inventory,50.0,CDM,-136.07,98.0,-104.69,-1.63,3.15,0.004,29.579,3.139,0.405,0.123,14.803,4.364,25.45,2.54,-2.759,5.24,1.739,26.45,-0.44,50.04,32.97,152.69,phi=50
6,0.02,inventory,50.0,PPO,1.39,3.96,0.0,0.11,2.97,0.484,15.249,0.0,4.108,-12.305,1.981,47.33,0.0,0.0,-3.207,0.0,3.046,0.63,0.02,2.74,1.37,0.0,phi=50
6,0.02,inventory,50.0,PPO_narrow,2.19,5.78,0.08,0.93,3.72,0.508,2.0,0.0,0.0,-8.746,3.016,46.9,0.03,0.33,1.649,0.041,1.182,0.69,-0.02,4.38,1.97,0.2,phi=50
6,0.02,inventory,80.0,DeployWide,4.09,16.27,6.27,-0.74,0.98,0.689,30.0,0.0,0.0,4.404,69.875,108.286,0.0,0.0,0.0,0.0,0.0,1.0,-0.44,12.22,7.69,0.0,phi=80
6,0.02,inventory,80.0,ArrivalRebalance,-15.46,20.66,-15.26,-0.25,0.74,0.219,2.0,0.0,0.0,0.678,39.307,16.048,5.81,0.58,0.0,0.0,0.0,6.81,-0.3,40.28,20.6,34.84,phi=80
6,0.02,inventory,80.0,DeployNarrow,6.48,17.95,7.58,-0.3,0.96,0.73,2.0,0.0,0.0,4.404,69.875,108.286,0.0,0.0,0.0,0.0,0.0,1.0,-0.41,14.95,8.07,0.0,phi=80
6,0.02,inventory,80.0,CDM,-136.07,98.0,-104.69,-1.63,3.15,0.004,29.579,3.139,0.405,0.123,14.803,4.364,25.45,2.54,-2.759,5.24,1.739,26.45,-0.44,50.04,32.97,152.69,phi=80
6,0.02,inventory,80.0,PPO,0.02,0.36,0.0,18.48,408.37,0.006,17.625,0.0,0.992,-26.438,0.0,41.112,0.0,0.0,-0.062,0.0,2.811,0.01,0.0,0.04,0.02,0.0,phi=80
