volatility,gas_cost,rebalance_tolerance,original_gas_cost,gamma,eval_seed,n_eval,run_id,mean_pnl,std_pnl,median_pnl,p5_pnl,p95_pnl,cvar5_pnl,cvar1_pnl,skew_pnl,kurt_pnl,profitable_frac,p_ttest,p_wilcoxon,mean_utility,mean_spread,spread_std_within,spread_std_between,mean_center,center_std_within,center_std_between,deploy_mean_center,deploy_center_std_within,deploy_center_std_between,deploys_per_ep,rebalances_per_ep,rebalance_rate_pct,decisions_per_ep,attrib_fees,attrib_il,attrib_gas,attrib_hodl
0.01,0.0,0,2.0,5e-06,1005,1000,36073252_0,60.09722438450064,5.770360555903388,60.3021732268013,50.32553897530954,69.15932220713533,47.56252974634671,43.85686696686275,-0.15407950249588487,0.029667509001354286,1.0,0.0,3.3258591189345135e-165,60.09722438450064,29.914392000000003,1.5305461281372095,0.04632468387371885,-0.038267,1.1489066933890468,0.10245058911982888,-0.022434030370114294,0.5643965466524801,0.007362940019892772,728.648,727.648,72.76480000000001,1000,77.35674130886572,17.010815192168543,0.0,-0.24870173219654246
0.02,0.0,0,4.0,5e-06,1005,1000,36073407_14,25.62834300914131,20.57112078959711,29.209432795783414,-9.068876562776738,50.7333362251189,-34.335553681561734,-66.99466898063523,-1.6329902761298203,4.713775825640324,0.912,1.8310805407150164e-205,3.533672433519794e-129,25.62834300914131,29.348776,3.790577448000412,0.7124032031258705,-0.31548800000000005,2.158640364548813,0.41460100139290545,-0.23528915338251824,1.5021422630085137,0.3314793486575812,890.33,889.33,88.933,1000,91.22396515749087,65.11316301820068,0.0,-0.4824591301488716
0.03,0.0,0,6.0,5e-06,1005,1000,36074271_10,-3.24586465551353,20.291642777405155,0.0,-41.70806257779816,24.09624940847859,-56.97174079709381,-77.99773849329829,-1.0338428936456916,1.698045940800399,0.463,5.09460938828825e-07,0.010624449005765483,-3.24586465551353,1.0006959999999998,0.02199844503595652,0.004438421340972474,-8.544493999999998,96.9485334698569,150.83700636342516,-14.384,0.16404877323527906,0.7397368901620812,1.048,0.048,0.0048,1000,8.653476559883796,11.897810636935485,0.0,-0.0015305784618394097
