gas_cost,volatility,rebalance_every,lower_offset,upper_offset,eval_seed,n_eval,run_id,mean_pnl,std_pnl,median_pnl,p5_pnl,p95_pnl,cvar5_pnl,cvar1_pnl,skew_pnl,kurt_pnl,profitable_frac,p_ttest,p_wilcoxon,mean_utility,mean_spread,spread_std_within,spread_std_between,mean_center,center_std_within,center_std_between,deploy_mean_center,deploy_center_std_within,deploy_center_std_between,deploys_per_ep,rebalances_per_ep,rebalance_rate_pct,decisions_per_ep,attrib_fees,attrib_il,attrib_gas,attrib_hodl
4.0,0.02,40,-1,1,1005,1000,36073407_14,-46.25274613111641,27.327089849508194,-45.47593064089796,-89.42549004721572,-3.21118926444917,-109.22785621478499,-137.34648300451562,-0.26893841785307354,0.9586213117663984,0.044,1.5819727215425017e-295,5.949034166875253e-160,-46.25274613111641,2.0,0.0,0.0,0.244524,15.549699004076034,4.166904802779157,0.0,0.0,0.0,23.392,22.392,2.2392,1000,86.2309600457981,42.510019650776165,89.568,-0.4056865261383478
4.0,0.02,500,-1,1,1005,1000,36073407_14,5.2470754318414246,18.54734253981393,6.052241967877137,-26.83562019763894,35.34610489187319,-37.05303235812679,-53.2004756098486,-0.23975212807467786,0.7016766430733257,0.646,1.8196870874606563e-18,3.395400466634628e-21,5.2470754318414246,2.0,0.0,0.0,3.0937669999999997,66.37563716328552,52.85532670852306,0.0,0.0,0.0,2.0,1.0,0.1,1000,20.99497921977914,11.10544235308435,4.0,-0.6424614348533646
4.0,0.02,600,-1,1,1005,1000,36073407_14,5.693348534532102,18.1682484970029,6.442270880254853,-25.828373248423393,35.17862219514777,-36.22673209213031,-53.8242762713611,-0.277832482566961,0.8391992971074886,0.667,3.99702319723975e-22,2.461672395041227e-25,5.693348534532102,2.0,0.0,0.0,2.8282570000000002,66.43005128583664,59.51324030483428,0.0,0.0,0.0,2.0,1.0,0.1,1000,20.967467455846272,10.77053871764497,4.0,-0.5035802036692012
4.0,0.02,800,-1,1,1005,1000,36073407_14,4.730430420904904,18.096852235028425,5.551317039603134,-25.356341759539703,33.89404300198331,-37.5169223833024,-52.61728848601805,-0.3331933520093066,0.7363973291493897,0.646,4.51988740754629e-16,1.1054071307556095e-19,4.730430420904904,2.0,0.0,0.0,2.9549029999999994,68.03463285979254,86.67332234560753,0.0,0.0,0.0,2.0,1.0,0.1,1000,19.448116834159205,10.365324508620496,4.0,-0.3523619046338051
6.0,0.03,10,-1,1,1005,1000,36074271_10,-590.402918181445,71.96463072140567,-577.6148318898287,-712.1968617703026,-494.1362076624026,-782.9513619595266,-877.7852337035062,-1.082569984468562,2.2121786208141003,0.0,0.0,3.3258591189345135e-165,-590.402918181445,2.0,0.0,0.0,0.09354499999999999,5.15596261679042,1.5439313333095483,0.0,0.0,0.0,96.771,95.771,9.5771,1000,151.31808173108996,167.27594322539238,574.626,0.1809433128574331
6.0,0.03,20,-1,1,1005,1000,36074271_10,-290.10558160535606,54.478753796103156,-282.16072782868326,-381.2374786505074,-217.08485570083096,-437.8849695166255,-515.7340019055484,-1.1226996623566141,2.683156754440219,0.0,0.0,3.3258591189345135e-165,-290.10558160535606,2.0,0.0,0.0,0.18466199999999997,9.362168550836996,2.9418865205435782,0.0,0.0,0.0,48.68,47.68,4.768,1000,109.12407758696062,113.17123108180921,286.08,0.021571889492506373
6.0,0.03,30,-1,1,1005,1000,36074271_10,-190.01915599447656,44.74037097885373,-183.63453144590443,-264.76807521545703,-128.31273193457847,-311.3025101814162,-377.49557118614086,-1.1152196373046646,2.7874911112517626,0.0,0.0,3.3258591189345135e-165,-190.01915599447656,2.0,0.0,0.0,0.249042,13.239272132816259,4.35970753196083,0.0,0.0,0.0,32.619,31.619,3.1619,1000,86.69490677601254,86.58041027137834,189.714,-0.419652499110784
6.0,0.03,40,-1,1,1005,1000,36074271_10,-140.06814594003976,39.89765842051928,-135.884954210192,-204.08315743043346,-84.91943595795493,-245.2587417587991,-303.72717437943214,-0.9849802126137102,2.4535714613090605,0.0,0.0,3.3258591189345135e-165,-140.06814594003976,2.0,0.0,0.0,0.35009599999999996,16.856091561257344,5.7532165930706975,0.0,0.0,0.0,24.612,23.612,2.3611999999999997,1000,73.59249302372304,72.05368756049161,141.672,0.06504859672883083
6.0,0.03,500,-1,1,1005,1000,36074271_10,-5.3788241396716705,22.757022290995607,-2.32177027716034,-45.662203680279596,27.180743479931138,-64.0271858892754,-91.86065473736417,-0.8977505975250776,1.850075434303756,0.449,1.7391423721206096e-13,2.4810985211492068e-08,-5.3788241396716705,2.0,0.0,0.0,3.342065,88.49517614749973,72.40186136113336,0.0,0.0,0.0,2.009,1.009,0.10089999999999999,1000,18.124642653240468,16.7671269513273,6.054,-0.6823398415848397
6.0,0.03,600,-1,1,1005,1000,36074271_10,-5.525959629042064,22.378423753694882,-1.9356449691602506,-44.926767097861664,25.671932277539426,-62.63879127625306,-87.05634039678286,-0.8436562176917789,1.3775090140371322,0.453,1.4983807031045383e-14,1.2432441552415355e-08,-5.525959629042064,2.0,0.0,0.0,3.9983869999999997,88.85441933803507,77.87428476028033,0.0,0.0,0.0,2.0,1.0,0.1,1000,17.598143940236355,16.260158805852377,6.0,-0.8639447634260384
6.0,0.03,800,-1,1,1005,1000,36074271_10,-5.430379399102538,22.350303274905702,-1.5117925884272267,-44.68558329680011,24.790676897870753,-63.66975928042321,-88.55090793970516,-0.9431416418331816,1.541064506732921,0.46,3.798743291241383e-14,1.1885728779016853e-07,-5.430379399102538,2.0,0.0,0.0,3.645397,92.12817056475045,110.6799035983651,0.0,0.0,0.0,2.0,1.0,0.1,1000,16.8979164352004,15.537742077211806,6.0,-0.7905537570911324
