gas_cost,volatility,inventory_phi,agent,n_seeds,mean,p5_mean,p95_mean,std,p5_std,p95_std,cvar5_mean,cvar5_std,cvar1_mean,cvar1_std,std_pnl_mean,min,max,range,cv_pct
6.0,0.03,0,DeployNarrow,10,0.0964713179157136,-39.48090507159393,30.51672447722992,0.0,0.0,0.0,-56.168761744772,0.0,-77.51757365376551,0.0,21.608472923836356,0.0964713179157136,0.0964713179157136,0.0,0.0
6.0,0.03,0,DeployWide,10,-2.1249120924062783,-40.699911794290735,23.251087766135786,0.0,0.0,0.0,-57.32995524756137,0.0,-78.77373364024155,0.0,20.711410886736758,-2.1249120924062783,-2.1249120924062783,0.0,0.0
6.0,0.03,0,PPO,10,-1.4165442532373589,-38.9140282308971,24.10862642515806,0.804041749000581,5.017355193183139,3.5319742639408735,-54.77903587334818,6.609201594893148,-75.61732665458739,8.658322475638217,20.0875420388308,-2.0914491091163185,0.0964713179157136,2.187920427032032,56.760792835312444
6.0,0.03,0,PPO_narrow,10,-0.06315257927269097,-37.38034673749514,27.681391957545827,0.5610876090601615,5.082061968917935,4.04553122339595,-52.67522008146619,7.7326784639933495,-72.14029525070369,11.137865118953053,20.139736269643638,-1.3177439667406994,0.624698917392113,1.9424428841328125,888.4634887791389
6.0,0.03,50,ArrivalRebalance,10,-34.61156999593225,-78.27928754309917,2.4083356132478166,0.0,0.0,0.0,-100.06872103184207,0.0,-132.35105539316427,0.0,25.815785758478388,-34.61156999593225,-34.61156999593225,0.0,0.0
6.0,0.03,50,CDM,10,-3.5332405774848956,-42.564194855707065,21.305338060385107,0.0,0.0,0.0,-57.33032480336446,0.0,-77.99773849329829,0.0,20.22283671871244,-3.5332405774848956,-3.5332405774848956,0.0,0.0
6.0,0.03,50,DeployNarrow,10,0.0964713179157136,-39.48090507159393,30.51672447722992,0.0,0.0,0.0,-56.168761744772,0.0,-77.51757365376551,0.0,21.608472923836356,0.0964713179157136,0.0964713179157136,0.0,0.0
6.0,0.03,50,DeployWide,10,-2.1249120924062783,-40.699911794290735,23.251087766135786,0.0,0.0,0.0,-57.32995524756137,0.0,-78.77373364024155,0.0,20.711410886736758,-2.1249120924062783,-2.1249120924062783,0.0,0.0
6.0,0.03,50,PPO,10,-0.0025285747011467943,0.0,0.08988190257782364,0.03940764958798738,0.0,0.28423153257528233,-0.6824404210153028,1.470844740351951,-2.8033181386737693,5.806317739872658,0.47562136136739575,-0.0975629102664858,0.06704235883092372,0.16460526909740952,1558.492599412415
6.0,0.03,50,PPO_narrow,10,-0.007434284535609856,0.0,0.0,0.025131167533308792,0.0,0.0,-0.16346339823874179,0.5058902829029084,-0.4865521690638002,1.4838261454671342,0.07602841830977133,-0.0788453760064101,0.004502530650311542,0.08334790665672165,338.04419797132783
