gas_cost,volatility,inventory_phi,ppo_narrow_mean,ppo_mean,diff,se_combined,se_seed,se_path,seed_share_pct,t,df,p,ci_lo,ci_hi,n_seeds_ahead,n_seeds,n_traj,p_holm,significant_05
2.0,0.01,0.0,49.913172815014384,42.30570349056476,7.6074693244496245,0.5552079571373549,0.3333113895607509,0.4440263429772115,36.04034543378624,13.70201782350822,67.37732828372009,3.719390916046292e-21,6.49938367336789,8.715554975531358,10,10,1000,1.859695458023146e-20,True
4.0,0.02,0.0,6.514061274447794,5.3302427555190475,1.1838185189287473,0.3318937456479239,0.25650926393587636,0.21060972417076027,59.732125927332994,3.566859979894148,25.121876052715102,0.0014845481508994828,0.50043866302269,1.8671983748348047,9,10,1000,0.004453644452698449,True
6.0,0.03,0.0,-0.06315257927269097,-1.416544253237359,1.3533916739646679,0.447883834789583,0.2723693103293202,0.3555487143227393,36.981588880323585,3.0217470889533105,64.12925836162782,0.003608265258164213,0.4586755871271766,2.248107760802159,9,10,1000,0.007216530516328426,True
2.0,0.01,50.0,46.107483155067456,30.361506274901867,15.74597688016559,0.695403966252927,0.46633316674826925,0.515868252435477,44.96952316432693,22.64292072564709,43.9122823048416,7.555909760766467e-26,14.344403198805479,17.147550561525705,10,10,1000,4.53354585645988e-25,True
4.0,0.02,50.0,2.268307911128607,1.4899968189010766,0.7783110922275301,0.1767997647390694,0.11896225607784608,0.13079043711471894,45.27464129232668,4.4022179179718,43.33644582829502,6.892774064979666e-05,0.42184041905907516,1.134781765395985,10,10,1000,0.00027571096259918664,True
6.0,0.03,50.0,-0.007434284535609856,-0.0025285747011467947,-0.00490570983446306,0.03572144891444747,0.014920831345876778,0.03245598102808451,17.44728721841718,-0.13733233067371337,246.03354241695627,0.8908804352871326,-0.0752645634479315,0.06545314377900538,2,10,1000,0.8908804352871326,False
